0.05814	0.063953	0.072674	0.052326	0.084302	0.049419	0.052326	0.040698	0.072674
0.093023	0.075581	0.075581	0.063953	0.084302	0.040698	0.072674	0.034884	0.05814
0.10174	0.12209	0.10756	0.081395	0.10174	0.084302	0.11628	0.052326	0.098837
0.15407	0.125	0.13663	0.11337	0.16279	0.09593	0.13953	0.081395	0.10756
0.23256	0.18895	0.23547	0.14244	0.22093	0.14244	0.17442	0.14244	0.16279
0.25581	0.21512	0.2936	0.18023	0.18605	0.18023	0.22384	0.14244	0.2093
0.27907	0.2907	0.28198	0.25	0.23547	0.19477	0.22674	0.17733	0.28779
0.37209	0.30523	0.26163	0.22965	0.31105	0.27035	0.26744	0.18895	0.25872
0.36047	0.36337	0.35174	0.31105	0.33721	0.32267	0.38663	0.28488	0.36047
0.43895	0.39826	0.39826	0.35756	0.37209	0.3314	0.39535	0.3343	0.38663
0.4564	0.42442	0.42151	0.42151	0.40698	0.36337	0.4157	0.38372	0.42151
0.06686	0.031977	0.061047	0.06686	0.046512	0.055233	0.023256	0.049419	0.037791
0.055233	0.072674	0.063953	0.061047	0.05814	0.055233	0.05814	0.049419	0.049419
0.069767	0.10465	0.081395	0.084302	0.10756	0.061047	0.11047	0.06686	0.090116
0.125	0.12209	0.11047	0.072674	0.11337	0.063953	0.090116	0.055233	0.075581
0.15988	0.14535	0.13953	0.087209	0.14535	0.06686	0.11919	0.087209	0.061047
0.19477	0.17151	0.15116	0.15407	0.17151	0.12209	0.14535	0.10756	0.14535
0.28198	0.2064	0.22674	0.14535	0.19477	0.20349	0.24128	0.16279	0.17733
0.2907	0.28488	0.26453	0.24128	0.25872	0.2093	0.26744	0.20058	0.19767
0.32558	0.3314	0.28779	0.25581	0.31395	0.24128	0.27616	0.23256	0.30233
0.38372	0.35465	0.39535	0.30523	0.37791	0.29942	0.38081	0.24419	0.32558
0.43895	0.44186	0.38081	0.36919	0.42151	0.34884	0.4157	0.34302	0.40407
0.4593	0.4593	0.44186	0.43023	0.42442	0.40698	0.40407	0.31977	0.40116
0.054539	0.051061	0.051977	0.037152	0.049597	0.034773	0.043009	0.022877	0.034773
0.067533	0.05948	0.070461	0.050146	0.062592	0.032211	0.060761	0.02306	0.046303
0.083638	0.084736	0.083821	0.070095	0.085102	0.038616	0.069729	0.031296	0.058565
0.12738	0.11182	0.11969	0.075952	0.10908	0.056369	0.10231	0.041911	0.077233
0.1519	0.13799	0.1519	0.11896	0.13726	0.080161	0.14257	0.058748	0.11493
0.1929	0.1832	0.18686	0.14733	0.17936	0.11439	0.17039	0.08437	0.14952
0.25622	0.23005	0.23957	0.19821	0.22346	0.16343	0.21999	0.12445	0.18979
0.30143	0.27764	0.28496	0.23865	0.27599	0.20205	0.2802	0.15977	0.23389
0.35469	0.32998	0.34133	0.29246	0.33474	0.2586	0.31406	0.22676	0.28752
0.38726	0.38012	0.38909	0.3287	0.35889	0.31406	0.37317	0.26995	0.34023
0.43814	0.43649	0.42295	0.39806	0.41874	0.38745	0.42313	0.33821	0.39861
0.46431	0.46248	0.45132	0.42844	0.44747	0.42881	0.43997	0.39678	0.43777
0.47877	0.47328	0.47877	0.47859	0.46413	0.47255	0.47804	0.45736	0.47218
0.48755	0.48481	0.48701	0.47859	0.48518	0.48481	0.48261	0.46834	0.47639
0.4914	0.4914	0.4903	0.49067	0.48353	0.48554	0.48426	0.49799	0.49524
0.48243	0.49067	0.47419	0.48225	0.49488	0.48408	0.4828	0.48188	0.48225
0.48316	0.48371	0.48115	0.48774	0.48829	0.48261	0.4892	0.49524	0.48884
0.48755	0.49158	0.4914	0.48444	0.48408	0.48481	0.48463	0.47914	0.48939
0.48902	0.48225	0.4925	0.48591	0.48682	0.48463	0.48261	0.49158	0.48261
0.48829	0.49048	0.4892	0.49524	0.48829	0.4806	0.4828	0.49158	0.48499
0.48737	0.48737	0.49122	0.48957	0.48939	0.49048	0.49048	0.48097	0.47438
0.47639	0.49799	0.49122	0.49378	0.48993	0.49341	0.48774	0.47639	0.48719
0.4892	0.48829	0.49488	0.49506	0.48591	0.48261	0.48792	0.49122	0.48737
0.49268	0.48335	0.48444	0.49872	0.48957	0.48481	0.48206	0.47657	0.49341
0.05216	0.049231	0.054539	0.04246	0.051061	0.029283	0.04429	0.021962	0.037884
0.06369	0.062775	0.067716	0.050878	0.058565	0.034224	0.057101	0.025439	0.049048
0.081808	0.082723	0.08254	0.062225	0.07888	0.04063	0.076684	0.030747	0.065337
0.11548	0.11164	0.10944	0.090959	0.11402	0.051977	0.10999	0.041911	0.083638
0.15044	0.1336	0.15026	0.11072	0.15373	0.079429	0.14037	0.058199	0.11457
0.20626	0.17661	0.19381	0.15154	0.18485	0.11951	0.17222	0.084004	0.14769
0.24762	0.21999	0.2425	0.18192	0.22602	0.15575	0.21614	0.11603	0.17478
0.30088	0.27214	0.28935	0.23188	0.27123	0.20754	0.27379	0.16179	0.23499
0.34352	0.33144	0.33712	0.2899	0.32083	0.26116	0.32266	0.21157	0.28715
0.40941	0.37756	0.39257	0.33602	0.3664	0.3071	0.36018	0.26263	0.34499
0.4493	0.42277	0.43979	0.39714	0.39605	0.38818	0.42149	0.34608	0.3922
0.47456	0.46193	0.45937	0.44766	0.4451	0.43924	0.44583	0.39495	0.43777
0.046512	0.052326	0.05814	0.043605	0.061047	0.043605	0.063953	0.026163	0.049419
0.06686	0.072674	0.084302	0.046512	0.087209	0.05814	0.06686	0.037791	0.05814
0.087209	0.081395	0.087209	0.072674	0.093023	0.040698	0.078488	0.05814	0.05814
0.12209	0.10174	0.13663	0.10174	0.13081	0.084302	0.10465	0.10465	0.098837
0.16279	0.1686	0.16279	0.11047	0.17733	0.09593	0.13953	0.10174	0.12209
0.2093	0.18023	0.24709	0.18895	0.18605	0.12209	0.18023	0.12209	0.18023
0.29942	0.25581	0.25581	0.22674	0.20058	0.2093	0.19767	0.13372	0.20058
0.30233	0.25291	0.25872	0.21802	0.24419	0.15988	0.23547	0.17442	0.22674
0.31395	0.32849	0.32558	0.27907	0.28198	0.22965	0.2907	0.22384	0.27616
0.4186	0.32849	0.35465	0.36047	0.35174	0.28198	0.38953	0.24128	0.36337
0.4186	0.36919	0.42442	0.35756	0.39244	0.32849	0.4157	0.35174	0.40407
0.4186	0.40698	0.42733	0.42733	0.38953	0.43314	0.41279	0.40407	0.38372
0.078488	0.043605	0.046512	0.040698	0.040698	0.034884	0.031977	0.061047	0.034884
0.078488	0.078488	0.072674	0.05814	0.081395	0.040698	0.078488	0.043605	0.069767
0.081395	0.087209	0.084302	0.072674	0.087209	0.05814	0.061047	0.072674	0.06686
0.11047	0.09593	0.11919	0.10465	0.11047	0.087209	0.12791	0.09593	0.090116
0.17151	0.15116	0.17442	0.10465	0.11628	0.090116	0.15116	0.087209	0.09593
0.18314	0.17151	0.17733	0.14244	0.17442	0.14244	0.15988	0.13081	0.1657
0.28779	0.25872	0.29651	0.21512	0.22674	0.19186	0.24419	0.13372	0.1657
0.29942	0.2936	0.31105	0.25	0.27907	0.21512	0.27907	0.15407	0.27326
0.34012	0.31395	0.31395	0.26744	0.31686	0.28779	0.28488	0.2064	0.29942
0.38663	0.38663	0.36628	0.37209	0.36337	0.31977	0.36337	0.32849	0.36919
0.4157	0.39535	0.38663	0.36047	0.39826	0.375	0.36628	0.34884	0.36919
0.45058	0.42151	0.46802	0.40407	0.38663	0.44767	0.38663	0.35756	0.42442
0.043605	0.052326	0.055233	0.043605	0.05814	0.037791	0.049419	0.034884	0.043605
0.06686	0.072674	0.063953	0.06686	0.06686	0.046512	0.05814	0.052326	0.063953
0.11047	0.075581	0.10756	0.049419	0.11337	0.040698	0.090116	0.05814	0.049419
0.12791	0.125	0.13372	0.093023	0.09593	0.046512	0.090116	0.081395	0.075581
0.15116	0.18895	0.14244	0.14826	0.15698	0.11628	0.12791	0.09593	0.10174
0.22965	0.19767	0.18314	0.14535	0.18895	0.10465	0.15698	0.10465	0.17151
0.24419	0.27035	0.21221	0.18023	0.23256	0.13953	0.19767	0.14244	0.17151
0.26744	0.27907	0.32849	0.2093	0.27035	0.17442	0.27907	0.15988	0.25872
0.36919	0.37791	0.32267	0.32267	0.33721	0.26453	0.28198	0.27326	0.29651
0.39535	0.40407	0.34302	0.31977	0.34012	0.29942	0.32849	0.28488	0.34593
0.42733	0.45349	0.43314	0.39826	0.4157	0.36337	0.38663	0.35174	0.34593
0.42151	0.43314	0.42151	0.45058	0.42733	0.40698	0.43314	0.37209	0.42442
0.026163	0.05814	0.031977	0.02907	0.06686	0.052326	0.043605	0.037791	0.034884
0.063953	0.087209	0.05814	0.040698	0.069767	0.046512	0.081395	0.061047	0.055233
0.078488	0.093023	0.12209	0.055233	0.063953	0.052326	0.09593	0.037791	0.069767
0.10756	0.11919	0.13081	0.09593	0.09593	0.052326	0.09593	0.063953	0.10465
0.15988	0.10465	0.13372	0.13663	0.17733	0.10174	0.125	0.078488	0.15988
0.2093	0.22384	0.18314	0.17733	0.18605	0.11337	0.17151	0.12209	0.17733
0.27907	0.27326	0.24709	0.21221	0.23547	0.14535	0.23547	0.12791	0.18023
0.26744	0.28779	0.26163	0.22674	0.27035	0.22384	0.24709	0.18023	0.20058
0.32267	0.34884	0.34302	0.30523	0.34884	0.26163	0.31977	0.26163	0.28779
0.41279	0.39535	0.36337	0.34593	0.41279	0.35174	0.38953	0.32849	0.37209
0.40988	0.42733	0.42733	0.36337	0.41279	0.36919	0.41279	0.34884	0.38663
0.48256	0.43314	0.41279	0.42733	0.40698	0.39535	0.44477	0.42442	0.40988
0.040698	0.037791	0.026163	0.02907	0.052326	0.023256	0.049419	0.034884	0.037791
0.06686	0.075581	0.078488	0.052326	0.069767	0.052326	0.078488	0.040698	0.052326
0.072674	0.087209	0.084302	0.046512	0.087209	0.046512	0.069767	0.078488	0.049419
0.13663	0.090116	0.13081	0.093023	0.10465	0.072674	0.084302	0.090116	0.084302
0.13953	0.12791	0.15988	0.11047	0.17733	0.09593	0.14826	0.087209	0.14244
0.17151	0.18605	0.20349	0.15988	0.18023	0.10756	0.17733	0.125	0.14535
0.22965	0.24709	0.25291	0.16279	0.18605	0.15698	0.2093	0.13081	0.22674
0.34012	0.27907	0.2936	0.24128	0.2907	0.21221	0.2936	0.17151	0.26163
0.37209	0.31686	0.375	0.27616	0.32267	0.24128	0.27907	0.24128	0.31977
0.35465	0.375	0.35465	0.34012	0.33721	0.2907	0.36047	0.27035	0.34884
0.37209	0.44186	0.38953	0.38372	0.40988	0.36628	0.36628	0.35465	0.36628
0.46512	0.42733	0.46512	0.4157	0.46512	0.39244	0.44767	0.44477	0.42151
